"Tabela 9888 - População residente, Área territorial e Densidade demográfica em favelas e comunidades urbanas, segundo as Favelas e Comunidades Urbanas"
"Variável - População residente em favelas e comunidades urbanas (Pessoas)"
"Brasil, Favela e Comunidade Urbana 2022 e Município";"Ano"
"Ocupação Parque Esplanada - Embu das Artes (SP)";"0,018"
"Comunidade Jardim Florida (Rua das Camélias) - Embu das Artes (SP)";"0,018"
"Campo do Cafu - Embu das Artes (SP)";"0,054"
"Hercílio Wustemberg - Embu das Artes (SP)";"0,024"
"Pinheiros - Embu das Artes (SP)";"0,044"
"Santa Rosa (Quinta do Morro) - Embu das Artes (SP)";"0,033"
"Parque Luiza - Embu das Artes (SP)";"0,043"
"Jardim Castilho - Embu das Artes (SP)";"0,054"
"Jardim Valo Verde - Embu das Artes (SP)";"0,059"
"Pombas - Embu das Artes (SP)";"0,008"
"Rudge Ramos - Embu das Artes (SP)";"0,023"
"Santana do Parnaíba - Embu das Artes (SP)";"0,024"
"Detroit - Embu das Artes (SP)";"0,017"
"Mato Grosso - Embu das Artes (SP)";"0,016"
"Vila Feliz - Embu das Artes (SP)";"0,015"
"Isis Cristina / Jardim Colégio - Embu das Artes (SP)";"0,291"
"São Francisco - Embu das Artes (SP)";"0,031"
"Taima - Embu das Artes (SP)";"0,017"
"Nonoai - Embu das Artes (SP)";"0,120"
"José Linhares - Embu das Artes (SP)";"0,031"
"Jardim Ângela - Embu das Artes (SP)";"0,012"
"Dois Palitos - Embu das Artes (SP)";"0,081"
"São Luiz - Embu das Artes (SP)";"0,012"
"Tomé - Embu das Artes (SP)";"0,080"
"Silvia - Embu das Artes (SP)";"0,018"
"Concórdia - Embu das Artes (SP)";"0,039"
"Roquinho - Embu das Artes (SP)";"0,136"
"Jardim das Oliveiras - Embu das Artes (SP)";"0,127"
"Rodoanel - Embu das Artes (SP)";"0,153"
"Industrial I - Embu das Artes (SP)";"0,016"
"Casa Branca - Embu das Artes (SP)";"0,007"
"Marina - Embu das Artes (SP)";"0,018"
"Campo Grande - Embu das Artes (SP)";"0,006"
"Arapongas - Embu das Artes (SP)";"0,012"
"Guairacá - Embu das Artes (SP)";"0,010"
"Independência II - Embu das Artes (SP)";"0,012"
"Santos Dumont - Embu das Artes (SP)";"0,015"
"Guaiçara - Embu das Artes (SP)";"0,034"
"Guaíba - Embu das Artes (SP)";"0,016"
"Augusto de Almeida Batista - Embu das Artes (SP)";"0,005"
"Santa Luzia - Embu das Artes (SP)";"0,013"
"Santa Clara - Embu das Artes (SP)";"0,065"
"Água Branca (Laila) - Embu das Artes (SP)";"0,016"
"Antônio Mory - Embu das Artes (SP)";"0,018"
"Jardim Magali I - Embu das Artes (SP)";"0,039"
"Jatobá - Embu das Artes (SP)";"0,244"
"Jardim São Vicente - Embu das Artes (SP)";"0,027"
"Ocupação Nossa Senhora de Fátima - Embu das Artes (SP)";"0,034"
"Savoy I - Embu das Artes (SP)";"0,068"
"Savoy II - Embu das Artes (SP)";"0,332"
"Savoy III - Embu das Artes (SP)";"1,341"
"Sítio Rima - Embu das Artes (SP)";"0,023"
"Fazenda Atalaia - Embu das Artes (SP)";"0,242"
"Jardim Batista - Embu das Artes (SP)";"0,206"
"Estrada Lavorato - Embu das Artes (SP)";"0,018"
"Jardim dos Bichinhos - Embu das Artes (SP)";"0,069"
"Favela do Mossoró - Embu-Guaçu (SP)";"0,028"
"Parque Industrial - Embu-Guaçu (SP)";"0,036"
"Favela do Granjinha - Embu-Guaçu (SP)";"0,009"
"Santa Isabel - Embu-Guaçu (SP)";"0,008"
"Vila Jamil - Ferraz de Vasconcelos (SP)";"0,116"
"Jacarezinho - Ferraz de Vasconcelos (SP)";"0,025"
"Jardim TV - Ferraz de Vasconcelos (SP)";"0,073"
"Jardim Anchieta - Ferraz de Vasconcelos (SP)";"0,033"
"Jardim Oséias Genuíno - Ferraz de Vasconcelos (SP)";"0,039"
"Jardim Pérola - Ferraz de Vasconcelos (SP)";"0,016"
"Jardim São José I - Ferraz de Vasconcelos (SP)";"0,018"
"Jardim Sara/Jardim Maria - Ferraz de Vasconcelos (SP)";"0,065"
"Jardim Yone - Ferraz de Vasconcelos (SP)";"0,015"
"Deputado Cunha Bueno/Jardim Dayse - Ferraz de Vasconcelos (SP)";"0,012"
"Jardim São José 2 - Ferraz de Vasconcelos (SP)";"0,021"
"Favela dos Sonhos - Ferraz de Vasconcelos (SP)";"0,042"
"Cidade de Deus - Ferraz de Vasconcelos (SP)";"0,105"
"Jardim São Lázaro/Jardim Mercedes - Ferraz de Vasconcelos (SP)";"0,014"
"Jardim Verão - Ferraz de Vasconcelos (SP)";"0,008"
"Jardim Malda - Ferraz de Vasconcelos (SP)";"0,023"
"Jardim Freire - Ferraz de Vasconcelos (SP)";"0,009"
"Vila Santa Margarida - Ferraz de Vasconcelos (SP)";"0,023"
"Vila Alayde - Ferraz de Vasconcelos (SP)";"0,015"
"Vila Santo Antonio - Ferraz de Vasconcelos (SP)";"0,024"
"Jardim Amalfi - Ferraz de Vasconcelos (SP)";"0,011"
"Jardim Debora - Ferraz de Vasconcelos (SP)";"0,041"
"Parque São Francisco II - Ferraz de Vasconcelos (SP)";"0,028"
"Jardim Daise I - Ferraz de Vasconcelos (SP)";"0,017"
"Jardim Figueiredo - Ferraz de Vasconcelos (SP)";"0,029"
"Morro da Baiana - Ferraz de Vasconcelos (SP)";"0,051"
"Jardim Leila - Ferraz de Vasconcelos (SP)";"0,016"
"Jardim Metrópole/São Judas - Ferraz de Vasconcelos (SP)";"0,040"
"Jardim Renata - Ferraz de Vasconcelos (SP)";"0,043"
"Jardim Vista Verde - Ferraz de Vasconcelos (SP)";"0,050"
"João Canzi - Ferraz de Vasconcelos (SP)";"0,014"
"Parque São Francisco - Ferraz de Vasconcelos (SP)";"0,072"
"Vila Cristina - Ferraz de Vasconcelos (SP)";"0,153"
"Nova Ferraz - Ferraz de Vasconcelos (SP)";"0,425"
"Vila Piauí - Ferraz de Vasconcelos (SP)";"0,584"
"Vila dos Bancários - Ferraz de Vasconcelos (SP)";"0,009"
"Sítio Paiolzinho - Ferraz de Vasconcelos (SP)";"0,121"
"Jardim Soeiro - Ferraz de Vasconcelos (SP)";"0,017"
"Jardim Nova Belém - Francisco Morato (SP)";"0,014"
"Parque Águas Vermelhas - Francisco Morato (SP)";"0,013"
"Jardim Santo Antônio - Francisco Morato (SP)";"0,047"
"Ouro Preto - Francisco Morato (SP)";"0,191"
"Jardim Vassouras - Francisco Morato (SP)";"0,090"
"Rua Quinze - Francisco Morato (SP)";"0,020"
"Rua Dezesseis - Francisco Morato (SP)";"0,017"
"Rua das Margaridas - Francisco Morato (SP)";"0,025"
"Rua das Orquídeas - Francisco Morato (SP)";"0,017"
"Rua Moratão - Francisco Morato (SP)";"0,013"
"Rua Joaquim Basílio - Francisco Morato (SP)";"0,014"
"Rua Arcílio Ferdezoni 2 - Francisco Morato (SP)";"0,025"
"Rua Onze - Francisco Morato (SP)";"0,044"
"Avenida Salvador - Francisco Morato (SP)";"0,089"
"Viela Um - Francisco Morato (SP)";"0,048"
"Viela Dois - Francisco Morato (SP)";"0,041"
"Recanto Regina - Francisco Morato (SP)";"0,081"
"Rua Nove de Julho - Francisco Morato (SP)";"0,017"
"Viela Seis - Francisco Morato (SP)";"0,026"
"Travessa dos Meninos - Francisco Morato (SP)";"0,072"
"Campo Hungareza - Francisco Morato (SP)";"0,055"
"Jardim Astúrias - Francisco Morato (SP)";"0,244"
"Recanto Soraya - Francisco Morato (SP)";"0,126"
"Unidos dos Palmares - Francisco Morato (SP)";"0,019"
"Jacob Kutner - Francisco Morato (SP)";"0,103"
"Marta Miller - Francisco Morato (SP)";"0,075"
"Jardim Elba - Francisco Morato (SP)";"0,011"
"Casa Grande - Francisco Morato (SP)";"0,149"
"Jardim Alegria - Francisco Morato (SP)";"0,032"
"Jardim Arpoador - Francisco Morato (SP)";"0,138"
"Jardim Flórida - Francisco Morato (SP)";"0,127"
"Jardim Olga - Francisco Morato (SP)";"0,113"
"Jardim Rosa - Francisco Morato (SP)";"0,025"
"Jardim São João - Francisco Morato (SP)";"0,139"
"Portal do Lago - Francisco Morato (SP)";"0,155"
"Rua Trinta e Um - Francisco Morato (SP)";"0,082"
"Pretória - Franco da Rocha (SP)";"0,968"
"Parque Montreal - Franco da Rocha (SP)";"0,030"
"Arco-íris - Franco da Rocha (SP)";"0,244"
"Ouro Preto - Franco da Rocha (SP)";"0,110"
"Antônio Nascimento - Franco da Rocha (SP)";"0,011"
"Munhoz - Franco da Rocha (SP)";"0,011"
"Tibério - Franco da Rocha (SP)";"0,027"
"São Carlos - Franco da Rocha (SP)";"0,041"
"Bahia - Franco da Rocha (SP)";"0,017"
"Milton José - Franco da Rocha (SP)";"0,014"
"Serrana - Franco da Rocha (SP)";"0,023"
"Reis - Franco da Rocha (SP)";"0,007"
"Parque - Franco da Rocha (SP)";"0,032"
"Jaci - Franco da Rocha (SP)";"0,012"
"Monte Verde I - Franco da Rocha (SP)";"0,015"
"Monte Verde II - Franco da Rocha (SP)";"0,026"
"Tibagi - Franco da Rocha (SP)";"0,012"
"Oroxó - Franco da Rocha (SP)";"0,035"
"Jaboticabal - Franco da Rocha (SP)";"0,017"
"Luiz Coutinho - Franco da Rocha (SP)";"0,009"
"José Luiz - Franco da Rocha (SP)";"0,016"
"Rua das Margaridas - Franco da Rocha (SP)";"0,027"
"Tapera / Laudelino - Franco da Rocha (SP)";"0,057"
"Jardim Progresso - Franco da Rocha (SP)";"0,016"
"Taubaté / Vargas - Franco da Rocha (SP)";"0,023"
"Núcleo Urbano da Rua Eufrásio Fernandes - Guaratinguetá (SP)";"0,229"
"Mar e Céu - Guarujá (SP)";"0,276"
"Vila Baiana - Guarujá (SP)";"0,185"
"Vila Rã/Sossego/Areião - Guarujá (SP)";"0,258"
"Morrinhos IV - Guarujá (SP)";"0,138"
"Cachoeira Plano - Guarujá (SP)";"0,234"
"Vila Edna - Guarujá (SP)";"0,094"
"Jardim Primavera - Guarujá (SP)";"0,116"
"Santa Rosa - Guarujá (SP)";"0,058"
"Vila Selma - Guarujá (SP)";"0,013"
"Sítio Conceiçãozinha - Guarujá (SP)";"0,245"
"Chaparral / Chaparralzinho - Guarujá (SP)";"0,046"
"Santa Clara - Guarujá (SP)";"0,099"
"Vila da Noite - Guarujá (SP)";"0,073"
"Morro do Engenho - Guarujá (SP)";"0,130"
"Cidade Atlântica I - Guarujá (SP)";"0,013"
"Avenida Atlântica - Guarujá (SP)";"0,018"
"Vila do Padre - Guarujá (SP)";"0,018"
"Santa Madalena - Guarujá (SP)";"0,013"
"Nova República I - Guarujá (SP)";"0,012"
"Santense - Guarujá (SP)";"0,025"
"Vila Zilda - Guarujá (SP)";"0,022"
"Maré Mansa - Guarujá (SP)";"0,056"
"Celebridade - Guarujá (SP)";"0,042"
"Favela do Caixão - Guarujá (SP)";"0,059"
"Complexo Prainha - Guarujá (SP)";"0,411"
"Santa Cruz dos Navegantes - Guarujá (SP)";"0,269"
"Perequê - Guarujá (SP)";"0,870"
"Viela da Linha de Transmissão / Av. Acaraú - Guarujá (SP)";"0,038"
"Mangue Seco I / II - Guarujá (SP)";"0,061"
"Cidade Atlântica II - Guarujá (SP)";"0,011"
"Barreira do João Guarda - Guarujá (SP)";"0,192"
"Morro do Bio - Guarujá (SP)";"0,029"
"Vila Áurea / Deus me Deu - Guarujá (SP)";"0,009"
"Morrinhos III - Guarujá (SP)";"0,271"
"Vale da Morte - Guarujá (SP)";"0,042"
"Canta Galo - Guarujá (SP)";"0,371"
"Pedreira Matarazzo - Guarujá (SP)";"0,288"
"Morro do Outeiro - Guarujá (SP)";"0,028"
"Morro da Cachoeira - Guarujá (SP)";"0,149"
"Jardim das Flores - Guarujá (SP)";"0,065"
"Vila Ligia - Guarujá (SP)";"0,036"
"Praia do Perequê - Guarujá (SP)";"0,097"
"Perequê Canto da Bica - Guarujá (SP)";"0,029"
"Remanescente Gleba I - Fazenda Vargem Grande - Guarujá (SP)";"0,016"
"Praia do Góes - Guarujá (SP)";"0,043"
"Morro da Vila Júlia - Guarujá (SP)";"0,055"
"Jardim Três Marias - Guarujá (SP)";"0,030"
"Vila Nova Morrinhos - Guarujá (SP)";"0,245"
"Jardim Bela Vista / Morro do Macaco Molhado - Guarujá (SP)";"0,128"
"Forró Society / Cunhambebe - Guarujá (SP)";"0,019"
"Vila Nova - Guarujá (SP)";"0,018"
"Cidade de Deus - Guarujá (SP)";"0,032"
"Vargem Grande - Guarujá (SP)";"0,011"
"DER - Guarujá (SP)";"0,007"
"Nova República II - Guarujá (SP)";"0,024"
"Vila Nova Cumbica - Guarulhos (SP)";"0,033"
"Jardim Flor da Montanha - Jardim Santa Mena - Guarulhos (SP)";"0,057"
"Jardim Marilena - Guarulhos (SP)";"0,227"
"Jardim Santa Rita I - Guarulhos (SP)";"0,009"
"Jardim São João - Guarulhos (SP)";"0,031"
"Jardim Presidente Dutra II - Guarulhos (SP)";"0,065"
"Jardim Maria Dirce - Guarulhos (SP)";"0,006"
"Jardim Elizabeth - Guarulhos (SP)";"0,028"
"Jardim São João Batista - Guarulhos (SP)";"0,024"
"Vila Flórida - Guarulhos (SP)";"0,040"
"Jardim Bela Vista II - Guarulhos (SP)";"0,023"
"Jardim Santa Inês II - Guarulhos (SP)";"0,025"
"Jardim Santa Inês I - Guarulhos (SP)";"0,015"
"Jardim Paraíso II - Guarulhos (SP)";"0,055"
"Jardim Santo Afonso - Guarulhos (SP)";"0,051"
"Cidade Jardim Cumbica II - Guarulhos (SP)";"0,132"
"Jardim Cumbica II - Guarulhos (SP)";"0,032"
"Jardim São Manoel - Guarulhos (SP)";"0,025"
"Cidade Jardim Cumbica I - Guarulhos (SP)";"0,028"
"Jardim Scyntila - Guarulhos (SP)";"0,022"
"Jardim Zimbardi - Guarulhos (SP)";"0,013"
"Jardim Santa Bárbara - Guarulhos (SP)";"0,033"
"Jardim Vila Galvão I - Guarulhos (SP)";"0,094"
"Jardim Bela Vista I - Guarulhos (SP)";"0,014"
"Vila Flora - Guarulhos (SP)";"0,015"
"Vila Nova Bonsucesso II - Guarulhos (SP)";"0,038"
"Paes de Barros - Cumbica - Guarulhos (SP)";"0,036"
"Jardim Presidente Dutra III - Guarulhos (SP)";"0,086"
"Cidade Parque Alvorada - Guarulhos (SP)";"0,044"
"Vila São Gabriel (Rua João B. Glória) - Guarulhos (SP)";"0,076"
"Cocaia - Guarulhos (SP)";"0,021"
"Jardim América - Guarulhos (SP)";"0,013"
"Jardim Santa Maria / Parque das Laranjeiras / Jardim Santa E - Guarulhos (SP)";"0,052"
"Jardim Paraíso I - Guarulhos (SP)";"0,025"
"Jardim São Domingos - Guarulhos (SP)";"0,011"
"Jardim Santa Maria I - Guarulhos (SP)";"0,031"
"Jardim Ansalca/Parque Jurema - Guarulhos (SP)";"0,029"
"Jardim Nova Cidade/Normandia - Guarulhos (SP)";"0,087"
"Jardim Santa Maria II/Monte Alegre - Guarulhos (SP)";"0,087"
"Vila Paraíso II - Guarulhos (SP)";"0,017"
"Jardim dos Olivas - Guarulhos (SP)";"0,069"
"Jardim Jaci - Guarulhos (SP)";"0,030"
"Jardim Cumbica I - Guarulhos (SP)";"0,012"
"Jardim Ponte Alta I - Guarulhos (SP)";"0,285"
"Vila Nova Bonsucesso I - Guarulhos (SP)";"0,026"
"Vila Carmela I - Guarulhos (SP)";"0,084"
"Parque Uirapuru - Guarulhos (SP)";"0,026"
"Cidade Satélite - Avenida Guinle - Guarulhos (SP)";"0,052"
"Vila São Rafael / Jardim Vila Galvão II - Guarulhos (SP)";"0,088"
"Jardim São Francisco - Guarulhos (SP)";"0,030"
"Jardim Alvorada - Jardim Monte Carmelo - Guarulhos (SP)";"0,022"
"Jardim Santa Paula - Guarulhos (SP)";"0,108"
"Jardim dos Eucaliptos - Guarulhos (SP)";"0,248"
"Água Azul I - Guarulhos (SP)";"0,060"
"Jardim Acácio - Guarulhos (SP)";"0,022"
"Jardim Leblon - Guarulhos (SP)";"0,012"
"Cidade Soberana/Canto da Vitória - Guarulhos (SP)";"0,123"
"Jardim Brasil I - Guarulhos (SP)";"0,012"
"Jardim Cumbica III - Guarulhos (SP)";"0,008"
"Cidade Satélite (Ruas J. de Castilho/Santana Boa Vista) - Guarulhos (SP)";"0,006"
"Cidade Parque Alvorada III - Guarulhos (SP)";"0,011"
"Jardim Bananal / Jardim Adelina - Guarulhos (SP)";"0,058"
"Jardim Lenize II - Guarulhos (SP)";"0,034"
"Jardim Palmira - Guarulhos (SP)";"0,025"
"Sítio dos Morros - Guarulhos (SP)";"0,258"
"Cidade Tupinambá - Guarulhos (SP)";"0,216"
"Cidade Parque Industrial Cumbica - Guarulhos (SP)";"0,011"
"Jardim das Nações II - Guarulhos (SP)";"0,019"
"Jardim Normandia - Guarulhos (SP)";"0,020"
"Jardim Nova Cidade - Guarulhos (SP)";"0,017"
"Jardim Paulista - Guarulhos (SP)";"0,034"
"Jardim Presidente Dutra IV - Guarulhos (SP)";"0,036"
"Parque Jandaia - Guarulhos (SP)";"0,292"
"Vila Carmela II - Guarulhos (SP)";"0,019"
"Vila Guilhermino - Guarulhos (SP)";"0,014"
"Tijuco Preto - Guarulhos (SP)";"0,055"
"Vila Rio de Janeiro/Morro do Amor - Guarulhos (SP)";"0,011"
"Núcleo Jardim Crepúsculo - Guarulhos (SP)";"0,044"
"Vale dos Machados - Guarulhos (SP)";"0,135"
"Jardim Diogo - Guarulhos (SP)";"0,010"
"Núcleo Parque Mikail (Campo da Paz) - Guarulhos (SP)";"0,123"
"Jardim Santa Edwirges - Guarulhos (SP)";"0,167"
"Bananal - Guarulhos (SP)";"0,136"
"Núcleo Santos Dumont - Guarulhos (SP)";"0,483"
"Vila União/Parque Primavera I - Guarulhos (SP)";"0,480"
"Jardim Lenize I - Guarulhos (SP)";"0,089"
"Mato das Cobras - Guarulhos (SP)";"0,291"
"Jardim São Domingos II - Guarulhos (SP)";"0,042"
"Jardim Rosa de Franca/Vila Rosália - Guarulhos (SP)";"0,018"
"Sítio São Francisco - Guarulhos (SP)";"0,488"
"Jardim dos Pimentas I - Guarulhos (SP)";"0,011"
"Parque Maria Helena - Guarulhos (SP)";"0,088"
"Núcleo Jardim Centenário - Guarulhos (SP)";"0,011"
"Núcleo Vila Paraíso - Guarulhos (SP)";"0,011"
"Jardim Sandra - Guarulhos (SP)";"0,038"
"Jardim Guaracy/Jacy - Guarulhos (SP)";"0,014"
"Jardim Guaracy - Guarulhos (SP)";"0,035"
"Sítio São Francisco - Guarulhos (SP)";"0,021"
"Cidade Satélite (Rua Cecília Roizen) - Guarulhos (SP)";"0,009"
"Vila Nova Cumbica II - Guarulhos (SP)";"0,005"
"Vila Nova Cumbica III - Guarulhos (SP)";"0,018"
"Jardim das Nações I - Guarulhos (SP)";"0,040"
"Caminho do Rincão - Guarulhos (SP)";"0,009"
"Sítio Moinho Bonsucesso - Guarulhos (SP)";"0,007"
"Vila Nova Bonsucesso IV - Guarulhos (SP)";"0,010"
"Jardim Ponte Alta II - Guarulhos (SP)";"0,006"
"Jardim Ponte Alta III - Guarulhos (SP)";"0,114"
"Vila Operária / Cabuçu - Guarulhos (SP)";"0,136"
"Jardim Santa Rita III/Taboão - Guarulhos (SP)";"0,025"
"Jardim Okuyama - Guarulhos (SP)";"0,010"
"Parque Mikail - Guarulhos (SP)";"0,030"
"Parque Mikail II - Guarulhos (SP)";"0,026"
"Cidade Soberana - Guarulhos (SP)";"0,043"
"Jardim Arujá - Guarulhos (SP)";"0,016"
"Jardim Canaã / Água Chata - Guarulhos (SP)";"0,054"
"Granja Eliana - Guarulhos (SP)";"0,011"
"Vila Laurita - Guarulhos (SP)";"0,021"
"Cidade Satélite I - Guarulhos (SP)";"0,010"
"Anita Garibaldi/Portelinha - Guarulhos (SP)";"0,412"
"Novo Recreio - Guarulhos (SP)";"0,773"
"Vila Itapoan II - Guarulhos (SP)";"0,004"
"Recanto do Sol - Guarulhos (SP)";"0,082"
"Vila Nova Bonsucesso III - Guarulhos (SP)";"0,024"
"Jardim Albertina - Guarulhos (SP)";"0,011"
"Vila Lanzara - Guarulhos (SP)";"0,017"
"Jardim Valéria - Guarulhos (SP)";"0,007"
"Jardim Testai - Guarulhos (SP)";"0,011"
"Vila Cambará - Guarulhos (SP)";"0,018"
"Jd Maria Aparecida / Vila São João Batista / Vila Marilda - Guarulhos (SP)";"0,039"
"Jardim Santa Emília/Jardim Santa Inês - Guarulhos (SP)";"0,045"
"Jardim Vila Rica - Guarulhos (SP)";"0,021"
"Jardim Paraíso II / Parque Mikail - Guarulhos (SP)";"0,211"
"Núcleo Habitacional Jardim Guaracy - Guarulhos (SP)";"0,036"
"Jardim dos Cardosos - Guarulhos (SP)";"0,183"
"Jardim Fátima - Guarulhos (SP)";"0,042"
"Viela Labamba - Guarulhos (SP)";"0,015"
"Água Azul II - Guarulhos (SP)";"0,017"
"Chácaras Cabuçu/Vila Julieta - Guarulhos (SP)";"0,136"
"Olaria - Guarulhos (SP)";"0,009"
"Jardim Jade - Guarulhos (SP)";"0,012"
"Cidade Soberana/Jardim IV Centenário - Guarulhos (SP)";"0,050"
"Parque Primavera II - Guarulhos (SP)";"0,039"
"Viela Furp - Guarulhos (SP)";"0,017"
"Jardim Arapongas - Guarulhos (SP)";"0,019"
"Água Chata - Guarulhos (SP)";"0,070"
"Água Azul III - Guarulhos (SP)";"0,040"
"Avenida da Estação - Guarulhos (SP)";"0,038"
"Estrada da Parteira - Guarulhos (SP)";"0,068"
"Estrada do Taboão - Guarulhos (SP)";"0,041"
"Rocinha/Jardim Fortaleza - Guarulhos (SP)";"0,144"
"Jardim Brasil II - Guarulhos (SP)";"0,032"
"Jardim dos Pimentas II - Guarulhos (SP)";"0,024"
"Esplanada das Bandeiras/Vila Saiago - Guarulhos (SP)";"0,012"
"Rua Antônio Bitencourt - Guarulhos (SP)";"0,016"
"Jardim Normandia II - Guarulhos (SP)";"0,009"
"Rua Carau / Geraldo Ponciano - Guarulhos (SP)";"0,042"
"Jardim Irene - Guarulhos (SP)";"0,020"
"Residencial Bambi - Guarulhos (SP)";"0,129"
"Residencial Bambi II - Guarulhos (SP)";"0,101"
"Jardim Hanna/Lavras - Guarulhos (SP)";"0,075"
"Vila Itapoan I - Guarulhos (SP)";"0,073"
"Santa Angelina - Guarulhos (SP)";"0,047"
"Avenida Antônio Toze - Guarulhos (SP)";"0,010"
"Jardim Las Vegas - Guarulhos (SP)";"0,010"
"Cidade Satélite (Rua Barra de São Miguel) - Guarulhos (SP)";"0,036"
"Cidade Satélite (Rua Rondinha - Mariano Novo) - Guarulhos (SP)";"0,011"
"Sítio dos Britos - Guarulhos (SP)";"0,030"
"Vital Brasil - Guarulhos (SP)";"0,240"
"Ocupação Nova Vitória - Guarulhos (SP)";"0,092"
"Pantanal / Estrada Itaim - Guarulhos (SP)";"0,051"
"Bananal - Hortolândia (SP)";"0,097"
"Cerâmica Ceregatti - Hortolândia (SP)";"0,034"
"Estrada do Furlan - Hortolândia (SP)";"0,074"
"Jardim Santiago - Hortolândia (SP)";"0,052"
"Jardim São Sebastião - Hortolândia (SP)";"0,019"
"Jardim São Jorge - Hortolândia (SP)";"0,018"
"Jardim Nova Hortolândia - Hortolândia (SP)";"0,064"
"Vila Ribeirão Vermelho - Ibirarema (SP)";"0,027"
"Cachoeiras - Ibiúna (SP)";"0,024"
"Vila Laval - Ibiúna (SP)";"0,082"
"Figueira - Ibiúna (SP)";"0,092"
"Bexiga - Ilhabela (SP)";"0,032"
"Camarão - Ilhabela (SP)";"0,038"
"Engenho Novo - Ilhabela (SP)";"0,038"
"Green Park - Ilhabela (SP)";"0,076"
"Morro dos Mineiros - Ilhabela (SP)";"0,343"
"Reino - Ilhabela (SP)";"0,071"
"Rodamonte - Ilhabela (SP)";"0,064"
"Senzala - Ilhabela (SP)";"0,070"
"Campinho do Senzala e Toca da Raposa - Ilhabela (SP)";"0,099"
"Coroa do Camarão A - Ilhabela (SP)";"0,090"
"Morro da Irene - Ilhabela (SP)";"0,054"
"Travessa Chico Gravi - Ilhabela (SP)";"0,057"
"Coroa do Camarão B - Ilhabela (SP)";"0,064"
"Fundo da Cabuçu - Itanhaém (SP)";"0,038"
"Nova Jerusalém - Itanhaém (SP)";"0,055"
"Beira Volta/Las Vegas - Itanhaém (SP)";"0,034"
"Guatemala - Itapecerica da Serra (SP)";"0,066"
"Branca Flor - Itapecerica da Serra (SP)";"0,331"
"Jardim São Pedro - Itapecerica da Serra (SP)";"0,014"
"Cidade dos Velhinhos - Itapecerica da Serra (SP)";"0,019"
"Pinheirinho I - Itapecerica da Serra (SP)";"0,104"
"Ocupação Luiz Fernando Monteiro - Itapecerica da Serra (SP)";"0,013"
"Mirante da Lagoa - Itapecerica da Serra (SP)";"0,104"
"Chácara Santa Maria - Itapecerica da Serra (SP)";"0,009"
"Jardim Paulista - Itapecerica da Serra (SP)";"0,056"
"Jardim do Carmo - Itapecerica da Serra (SP)";"0,103"
"Jardim Idemori - Itapecerica da Serra (SP)";"0,008"
"Três de Setembro - Itapecerica da Serra (SP)";"0,013"
"Rua Formosa - Itapecerica da Serra (SP)";"0,009"
"Vila do Sapo - Itapecerica da Serra (SP)";"0,037"
"Recreio Primavera - Itapecerica da Serra (SP)";"0,225"
"Jardim Vergada - Itapecerica da Serra (SP)";"0,034"
"Jardim Cinira I, II e III - Itapecerica da Serra (SP)";"0,022"
"Sonia Maria I - Itapecerica da Serra (SP)";"0,034"
"Parque São Lourenço - Itapecerica da Serra (SP)";"0,054"
"Presidente - Itapecerica da Serra (SP)";"0,054"
"Jardim Dona Elvira - Itapevi (SP)";"0,034"
"Jardim São Luiz - Itapevi (SP)";"0,012"
"Jardim Santa Rita (Rua Egito) - Itapevi (SP)";"0,040"
"Chácara Santa Cecília/Estrada da Curva - Itapevi (SP)";"0,011"
"Jardim Rosemary - Itapevi (SP)";"0,013"
"Itaquarí/Jardim Ruth - Itapevi (SP)";"0,099"
"Morro do Quiabo/Conjunto Habitacional Setor B - Itapevi (SP)";"0,096"
"Vilinha/Recanto Paulistano - Itapevi (SP)";"0,045"
"Amerindia/Jardim Vitápolis - Itapevi (SP)";"0,038"
"Jardim São Carlos - Itapevi (SP)";"0,015"
"Jardim Itapoã - Itapevi (SP)";"0,010"
"Parque Suburbano - Itapevi (SP)";"0,020"
"Jardim Cruzeiro / Alabama - Itapevi (SP)";"0,067"
"Jardim Portela - Itapevi (SP)";"0,008"
"Jardim São Carlos II - Itapevi (SP)";"0,012"
"Santo Américo - Itapevi (SP)";"0,016"
"Vila Santa Rita - Itapevi (SP)";"0,040"
"Rua das Flores - Itapevi (SP)";"0,025"
"Sapiatã (Rua Rio Jordão) - Itapevi (SP)";"0,041"
"Jardim Santa Rita (Rua Otawa) - Itapevi (SP)";"0,014"
"Vila Sarney - Itaquaquecetuba (SP)";"0,028"
"Vila Esperança - Itaquaquecetuba (SP)";"0,132"
"Walter da Silva Costa - Itaquaquecetuba (SP)";"0,115"
"Jardim Canaã ou Morada Feliz - Itaquaquecetuba (SP)";"0,274"
"Quinta da Boa Vista - Itaquaquecetuba (SP)";"0,308"
"Terra Prometida - Itaquaquecetuba (SP)";"0,499"
"Parque Califórnia - Itaquaquecetuba (SP)";"0,051"
"Marengo Baixo - Itaquaquecetuba (SP)";"0,109"
"Marengo - Itaquaquecetuba (SP)";"0,116"
"Rua da Tubulação - Itaquaquecetuba (SP)";"0,145"
"Jardim do Carmo - Itaquaquecetuba (SP)";"0,023"
"Núcleo Vila Monte Belo - Itaquaquecetuba (SP)";"0,222"
"Vila Sônia - Itaquaquecetuba (SP)";"0,117"
"Jardim Josely - Itaquaquecetuba (SP)";"0,319"
